rule_id,rule_title,rule_source,framework,framework_name,edition,relation,fit,identifier,identifier_title
secfid,Validate federated identity and token flows,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-federated-identity-flow.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V9,Self-contained Tokens
secfid,Validate federated identity and token flows,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-federated-identity-flow.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V10,OAuth and OIDC
secfid,Validate federated identity and token flows,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-federated-identity-flow.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,json-web-token,JSON Web Token Cheat Sheet
secfid,Validate federated identity and token flows,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-federated-identity-flow.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,oauth2,OAuth2 Cheat Sheet
secfid,Validate federated identity and token flows,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-federated-identity-flow.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,broad,C7,Secure Digital Identities
secupl,Validate and contain uploaded files,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-file-upload-handling.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-646,Reliance on File Name or Extension of Externally-Supplied File
secupl,Validate and contain uploaded files,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-file-upload-handling.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-434,Unrestricted Upload of File with Dangerous Type
secupl,Validate and contain uploaded files,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-file-upload-handling.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V5,File Handling
secupl,Validate and contain uploaded files,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-file-upload-handling.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,file-upload,File Upload Cheat Sheet
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0053,AI Agent Tool Invocation
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0086,Exfiltration via AI Agent Tool Invocation
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0081,Modify AI Agent Configuration
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0101,Data Destruction via AI Agent Tool Invocation
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,CCC-05,Change Agreements
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CCC-04,Unauthorized Change Protection
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,GRC-15,Human supervision
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,CCC-05,Change Agreements
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CCC-04,Unauthorized Change Protection
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.2,Accountability
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.10,Safety
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,tight,B.4,Level of automation
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.9.2,Processes for responsible use of AI systems
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,CM-3,Configuration Change Control
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,CM-5,Access Restrictions for Change
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,tight,GOVERN 3.2,Policies and procedures are in place to define and differentiate roles and responsibilities for human-AI configurations and oversight.
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,tight,MAP 3.5,"Processes for human oversight are defined, assessed, and documented in accordance with organizational policies."
sechau,Human authorization for consequential actions,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-human-authorization.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM03,Excessive Agency
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0049,Exploit Public-Facing Application
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0050,Command and Scripting Interpreter
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-08,API Security
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-09,Input Validation
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,AIS-04,Secure Application Development Lifecycle
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-20,Improper Input Validation
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.9,Robustness
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10,Information Input Validation
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10(5),Restrict Inputs to Trusted Sources and Approved Formats
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10(6),Injection Prevention
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V2,Validation and Business Logic
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,input-validation,Input Validation Cheat Sheet
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,tight,C3,Validate all Input & Handle Exceptions
secinp,Validate external input at the boundary,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-input-validation.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,tight,A05,Injection
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0051.001,Indirect
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0053,AI Agent Tool Invocation
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0073,Impersonation
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-05,Least Privilege
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-13,Strong Authentication
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-15,Authorization Mechanisms
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-11,Agents Security Boundaries
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-18,Agent Access Restriction
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,IAM-05,Least Privilege
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,IAM-12,Unique Identities
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,IAM-13,Strong Authentication
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,IAM-15,Authorization Mechanisms
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,AC-3,Access Enforcement
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,AC-6,Least Privilege
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,IA-9,Service Identification and Authentication
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10,Information Input Validation
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,broad,ASI10,Rogue Agents
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,tight,ASI03,Identity and Privilege Abuse
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,tight,ASI07,Insecure Inter-Agent Communication
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,broad,ai-agent-security,AI Agent Security Cheat Sheet
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,broad,mcp-security,MCP Security Cheat Sheet
secagt,"Trust between agents is earned, not inherited",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-inter-agent-trust.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP07,Insufficient Authentication & Authorization
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0012,Valid Accounts
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0055,Unsecured Credentials
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,CEK-01,Encryption and Key Management Policy and Procedures
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-10,Key Generation
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-11,Key Purpose
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-12,Key Rotation
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-13,Key Revocation
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-14,Key Destruction
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,CEK-21,Key Inventory Management
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,CEK-01,Encryption and Key Management Policy and Procedures
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-10,Key Generation
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-11,Key Purpose
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-12,Key Rotation
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-13,Key Revocation
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-14,Key Destruction
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,CEK-21,Key Inventory Management
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-321,Use of Hard-coded Cryptographic Key
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-323,"Reusing a Nonce, Key Pair in Encryption"
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-324,Use of a Key Past its Expiration Date
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,IA-5(7),No Embedded Unencrypted Static Authenticators
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-12,Cryptographic Key Establishment and Management
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,broad,V11,Cryptography
seckey,Key management,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-key-management.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,key-management,Key Management Cheat Sheet
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0053,AI Agent Tool Invocation
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0086,Exfiltration via AI Agent Tool Invocation
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0098,AI Agent Tool Credential Harvesting
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0101,Data Destruction via AI Agent Tool Invocation
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0112.000,Local AI Agent
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-13,AI Sandboxing
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-10,Management of Privileged Access Roles
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,UEM-02,Application and Service Approval
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-05,Least Privilege
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-18,Agent Access Restriction
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,IAM-10,Management of Privileged Access Roles
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,UEM-02,Application and Service Approval
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-05,Least Privilege
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-269,Improper Privilege Management
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-250,Execution with Unnecessary Privileges
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-272,Least Privilege Violation
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SC-39,Process Isolation
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,AC-6,Least Privilege
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,CM-7,Least Functionality
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,tight,ASI02,Tool Misuse and Exploitation
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM03,Excessive Agency
seclpt,Least-privilege tool and file access,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-least-privilege-tools.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP02,Privilege Escalation via Scope Creep
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0055,Unsecured Credentials
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0063,Discover AI Model Outputs
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,DSP-17,Sensitive Data Protection
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,LOG-08,Audit Logs Sanitization
secred,Redact sensitive content from logs,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-log-redaction.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,LOG-09,Log Records
